date,nav_bh,nav_ma20,nav_mom60,dd_bh,dd_ma20,dd_mom60
2019-06-19,1.1242811091987397,1.0912254912163883,0.9797317778203581,-0.03582095831054666,-0.009096477426899674,-0.04932855927600466
2019-06-20,1.1256734933845027,1.092576937135598,0.9809451425407694,-0.03462685512860375,-0.007869276877892073,-0.04815118480169367
2019-06-21,1.1256734933845027,1.092576937135598,0.9809451425407694,-0.03462685512860375,-0.007869276877892073,-0.04815118480169367
2019-06-24,1.13054618223956,1.0973063613391176,0.98519134758297,-0.030448056399104306,-0.003574652952101798,-0.044030928669898994
2019-06-25,1.1242811091987397,1.0912254912163881,0.979731777820358,-0.03582095831054666,-0.009096477426899896,-0.04932855927600477
2019-06-26,1.1187119659327553,1.0858200894477776,0.9748786618262562,-0.04059703359393818,-0.01400493282548887,-0.05403772445627253
2019-06-27,1.1347234659558723,1.1013608263994898,0.9888315560400519,-0.026865634371814884,0.0,-0.04049869434130682
2019-06-28,1.1263698166364073,1.0932527873979458,0.981551939196823,-0.03402969105617182,-0.007361837108416425,-0.04756238665887902
2019-07-01,1.1507348348199664,1.1169014360484593,1.002784335958,-0.013134347631151733,0.0,-0.026959775131999875
2019-07-02,1.14795006644844,1.1141985442100397,1.0003576065171773,-0.01552255399503788,-0.002419991371828023,-0.029314524080621962
2019-07-03,1.1347234659558723,1.10136082639949,0.9888315560400521,-0.026865634371814884,-0.013914038560064124,-0.040498694341306596
2019-07-04,1.1416848622485969,1.1081175467845674,0.9948979224587176,-0.0208955683879406,-0.007864516044467473,-0.034612265592386504
2019-07-05,1.1402926092218564,1.1067662281681006,0.993684672034154,-0.022089559088423583,-0.00907439775188812,-0.035789529161038836
2019-07-08,1.1361155878235898,1.1027120177132141,0.9900446921687678,-0.02567175615279238,-0.012704270831136677,-0.039321541678313254
2019-07-09,1.1347234659558723,1.1013608263994903,0.9888315560400521,-0.026865634371814884,-0.013914038560063902,-0.040498694341306596
2019-07-10,1.1444696306201232,1.1108204386229872,0.9973246518995403,-0.018507362024054563,-0.005444524672639228,-0.032257516643764306
2019-07-11,1.1535194720324697,1.1196042005841362,1.005210951102975,-0.010746253748726065,0.0,-0.024605137089036333
2019-07-12,1.1521269566876837,1.1182526273621836,1.0039974720867157,-0.01194046941212945,-0.0012071884164488456,-0.025782622469006422
2019-07-15,1.1583922920465497,1.1243337520903989,1.0025667756889922,-0.006567342537766363,0.0,-0.027170882231988047
2019-07-16,1.1604809994842171,1.1263610482719566,1.0029458550977697,-0.004776075283391634,0.0,-0.02680304689598101
2019-07-17,1.1528231487805654,1.1189283503217884,0.9963275566287738,-0.011343417821157886,-0.00659885918602332,-0.03322503654978137
2019-07-18,1.1514308957538248,1.1175770317053215,0.9951243017689034,-0.012537408521640758,-0.007798579842681286,-0.034392601037416926
2019-07-19,1.1654729118909752,1.131206190668822,0.9937062496388828,-0.0004950309065311354,0.0,-0.03576859158093859
2019-07-22,1.171089665882226,1.136657803333125,0.9970791785657683,0.0,0.0,-0.032495708864491823
2019-07-23,1.173897780559806,1.1393833550597905,0.9994700396224497,0.0,0.0,-0.03017576438909375
2019-07-24,1.1731958174699224,1.1387020307794955,0.9988723801934278,-0.0005979763327850218,-0.0005979763327850218,-0.030755696328950366
2019-07-25,1.1767064198734771,1.1421094159974279,1.0018613473603188,0.0,0.0,-0.027855386481752564
2019-07-26,1.168983383135507,1.1346134485840111,0.9952858652678118,-0.006563265575453059,-0.006563265575453059,-0.03423582975801909
